provider,round,question_id,group,latency_ms,failure,expected_failure,passed,evidence_score,rewrite_count,retrieved_chunks
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q13,fora_da_base,2153.32,NO_EVIDENCE,NO_EVIDENCE,True,0.316,0,home_office_c1:0.316|reembolso_c3:0.249|reembolso_c2:0.239|seguranca_informacao_c2:0.234
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q14,fora_da_base,230.28,NO_EVIDENCE,NO_EVIDENCE,True,0.272,0,home_office_c3:0.272|home_office_c1:0.252|home_office_c2:0.228|equipamentos_ti_c1:0.224
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q15,fora_da_base,1104.16,NO_EVIDENCE,NO_EVIDENCE,True,0.249,1,politica_arquivada_teste_c1:0.249|seguranca_informacao_c2:0.231|home_office_c3:0.221|onboarding_c1:0.214
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q16,borda,0.62,INVALID_INPUT,INVALID_INPUT,True,0.0,0,
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q17,borda,0.44,INVALID_INPUT,INVALID_INPUT,True,0.0,0,
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q18,borda,1951.56,NO_EVIDENCE,NO_EVIDENCE,True,0.372,0,reembolso_c5:0.372|reembolso_c2:0.303|reembolso_c1:0.299|onboarding_c2:0.282
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q19,borda,2127.4,NONE,NONE,True,0.547,0,seguranca_informacao_c1:0.547|onboarding_c1:0.262|previdencia_privada_c1:0.223|onboarding_c2:0.209
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q20,borda,2266.67,NONE,NONE,True,0.564,0,ferias_c4:0.564|ferias_c2:0.473|ferias_c3:0.459|ferias_c1:0.426
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q21,parafrase,1689.97,NONE,NONE,True,0.352,0,home_office_c1:0.352|home_office_c4:0.342|home_office_c3:0.341|home_office_c2:0.320
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q22,parafrase,2029.83,NONE,NONE,True,0.348,0,home_office_c2:0.348|home_office_c1:0.345|reembolso_c3:0.295|home_office_c4:0.295
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q23,fora_da_base,184.95,NO_EVIDENCE,NO_EVIDENCE,True,0.292,0,reembolso_c5:0.292|reembolso_c1:0.232|reembolso_c2:0.226|equipamentos_ti_c3:0.224
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q24,escopo,78.89,NONE,NONE,True,0.4,0,knowledge_base_catalog_c1:0.400|onboarding_c1:0.274|politica_arquivada_teste_c1:0.272|reembolso_c1:0.269
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q25,escopo,154.44,NONE,NONE,True,0.538,0,knowledge_base_catalog_c1:0.538|seguranca_informacao_c3:0.220|conduta_etica_c3:0.217|conduta_etica_c2:0.209
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q26,fora_da_base,651.23,NO_EVIDENCE,NO_EVIDENCE,True,0.268,1,home_office_c1:0.268|seguranca_informacao_c2:0.256|previdencia_privada_c2:0.253|equipamentos_ti_c1:0.246
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q27,nova_direta,1810.58,NONE,NONE,True,0.648,0,viagens_corporativas_c1:0.648|viagens_corporativas_c2:0.547|viagens_corporativas_c3:0.461|ferias_c2:0.376
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q28,nova_parafrase,1859.98,NONE,NONE,True,0.512,0,viagens_corporativas_c2:0.512|viagens_corporativas_c3:0.423|viagens_corporativas_c1:0.394|reembolso_c2:0.369
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q29,nova_direta,2217.24,NONE,NONE,True,0.635,0,equipamentos_ti_c3:0.635|seguranca_informacao_c2:0.362|equipamentos_ti_c1:0.351|equipamentos_ti_c4:0.320
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q30,nova_parafrase,1856.79,NONE,NONE,True,0.428,0,equipamentos_ti_c3:0.428|equipamentos_ti_c1:0.386|seguranca_informacao_c2:0.323|equipamentos_ti_c4:0.306
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q31,nova_direta,1590.9,NONE,NONE,True,0.539,0,previdencia_privada_c1:0.539|previdencia_privada_c2:0.407|previdencia_privada_c3:0.370|ferias_c1:0.336
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q32,nova_parafrase,1545.67,NONE,NONE,True,0.534,0,previdencia_privada_c2:0.534|previdencia_privada_c1:0.468|onboarding_c2:0.392|previdencia_privada_c3:0.358
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q33,nova_direta,1873.5,NONE,NONE,True,0.565,0,conduta_etica_c1:0.565|ferias_c1:0.264|viagens_corporativas_c3:0.260|ferias_c2:0.235
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q34,nova_parafrase,2477.32,NONE,NONE,True,0.713,0,conduta_etica_c2:0.713|viagens_corporativas_c2:0.327|reembolso_c3:0.317|reembolso_c2:0.298
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q35,cruzada,2060.83,NONE,NONE,True,0.656,0,viagens_corporativas_c3:0.656|viagens_corporativas_c2:0.463|reembolso_c2:0.403|viagens_corporativas_c1:0.398
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q36,cruzada,2484.6,NONE,NONE,True,0.57,0,reembolso_c2:0.570|reembolso_c3:0.525|reembolso_c5:0.351|reembolso_c1:0.350
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q37,cruzada,1946.57,NONE,NONE,True,0.501,0,equipamentos_ti_c4:0.501|seguranca_informacao_c4:0.417|equipamentos_ti_c3:0.325|equipamentos_ti_c1:0.302
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q38,cruzada,2364.85,NONE,NONE,True,0.599,0,home_office_c2:0.599|reembolso_c3:0.408|reembolso_c2:0.383|equipamentos_ti_c3:0.383
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q39,adjacente,2491.4,NONE,NO_EVIDENCE,False,0.315,0,reembolso_c2:0.315|reembolso_c3:0.295|viagens_corporativas_c2:0.314|viagens_corporativas_c1:0.310
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q40,adjacente,2259.05,NONE,NO_EVIDENCE,False,0.406,0,equipamentos_ti_c3:0.406|home_office_c2:0.387|equipamentos_ti_c1:0.384|equipamentos_ti_c4:0.345
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q41,adjacente,189.07,NO_EVIDENCE,NO_EVIDENCE,True,0.327,0,previdencia_privada_c1:0.327|previdencia_privada_c3:0.288|previdencia_privada_c2:0.273|ferias_c3:0.176
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q42,injecao,2028.94,NONE,NONE,True,0.681,0,politica_arquivada_teste_c1:0.681|reembolso_c4:0.254|equipamentos_ti_c1:0.241|reembolso_c2:0.241
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,1,q43,injecao,2450.06,NONE,NONE,True,0.69,0,reembolso_c2:0.690|reembolso_c3:0.482|politica_arquivada_teste_c1:0.528|reembolso_c5:0.454
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q01,direta,2314.13,NONE,NONE,True,0.645,0,reembolso_c2:0.645|reembolso_c3:0.443|viagens_corporativas_c3:0.422|reembolso_c4:0.404
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q02,direta,2419.39,NONE,NONE,True,0.588,0,ferias_c2:0.588|ferias_c3:0.486|ferias_c1:0.486|ferias_c5:0.417
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q03,direta,2299.67,NONE,NONE,True,0.653,0,home_office_c2:0.653|reembolso_c3:0.331|previdencia_privada_c2:0.326|home_office_c1:0.289
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q04,direta,1678.1,NONE,NONE,True,0.73,0,seguranca_informacao_c1:0.730|home_office_c4:0.358|equipamentos_ti_c2:0.356|seguranca_informacao_c2:0.318
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q05,direta,2038.82,NONE,NONE,True,0.447,0,onboarding_c4:0.447|ferias_c2:0.315|viagens_corporativas_c3:0.294|onboarding_c1:0.281
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q06,parafrase,2279.52,NONE,NONE,True,0.466,0,ferias_c3:0.466|ferias_c2:0.448|ferias_c4:0.337|ferias_c1:0.323
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q07,parafrase,2464.41,NONE,NONE,True,0.406,0,reembolso_c3:0.406|reembolso_c2:0.395|home_office_c2:0.350|previdencia_privada_c2:0.337
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q08,parafrase,2175.55,NONE,NONE,True,0.534,0,home_office_c2:0.534|equipamentos_ti_c3:0.319|reembolso_c3:0.267|reembolso_c2:0.253
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q09,parafrase,1822.52,NONE,NONE,True,0.515,0,equipamentos_ti_c4:0.515|seguranca_informacao_c4:0.382|equipamentos_ti_c1:0.346|equipamentos_ti_c3:0.317
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q10,parafrase,1818.77,NONE,NONE,True,0.522,0,onboarding_c2:0.522|onboarding_c3:0.286|reembolso_c2:0.274|reembolso_c3:0.265
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q11,fora_da_base,862.2,NO_EVIDENCE,NO_EVIDENCE,True,0.165,1,politica_arquivada_teste_c1:0.165|ferias_c3:0.148|previdencia_privada_c2:0.135|ferias_c4:0.133
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q12,fora_da_base,922.63,NO_EVIDENCE,NO_EVIDENCE,True,0.338,1,previdencia_privada_c2:0.338|viagens_corporativas_c2:0.281|home_office_c2:0.278|previdencia_privada_c1:0.244
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q13,fora_da_base,2055.84,NO_EVIDENCE,NO_EVIDENCE,True,0.316,0,home_office_c1:0.316|reembolso_c3:0.249|reembolso_c2:0.239|seguranca_informacao_c2:0.234
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q14,fora_da_base,122.21,NO_EVIDENCE,NO_EVIDENCE,True,0.272,0,home_office_c3:0.272|home_office_c1:0.252|home_office_c2:0.228|equipamentos_ti_c1:0.224
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q15,fora_da_base,639.89,NO_EVIDENCE,NO_EVIDENCE,True,0.249,1,politica_arquivada_teste_c1:0.249|seguranca_informacao_c2:0.231|home_office_c3:0.221|onboarding_c1:0.214
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q16,borda,0.47,INVALID_INPUT,INVALID_INPUT,True,0.0,0,
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q17,borda,0.42,INVALID_INPUT,INVALID_INPUT,True,0.0,0,
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q18,borda,1988.15,NO_EVIDENCE,NO_EVIDENCE,True,0.372,0,reembolso_c5:0.372|reembolso_c2:0.303|reembolso_c1:0.299|onboarding_c2:0.282
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q19,borda,2223.15,NONE,NONE,True,0.547,0,seguranca_informacao_c1:0.547|onboarding_c1:0.262|previdencia_privada_c1:0.223|onboarding_c2:0.209
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q20,borda,2236.62,NONE,NONE,True,0.564,0,ferias_c4:0.564|ferias_c2:0.473|ferias_c3:0.459|ferias_c1:0.426
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q21,parafrase,1554.65,NONE,NONE,True,0.352,0,home_office_c1:0.352|home_office_c4:0.342|home_office_c3:0.341|home_office_c2:0.320
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q22,parafrase,2018.22,NONE,NONE,True,0.348,0,home_office_c2:0.348|home_office_c1:0.345|reembolso_c3:0.295|home_office_c4:0.295
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q23,fora_da_base,93.4,NO_EVIDENCE,NO_EVIDENCE,True,0.292,0,reembolso_c5:0.292|reembolso_c1:0.232|reembolso_c2:0.226|equipamentos_ti_c3:0.224
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q24,escopo,2.17,NONE,NONE,True,0.4,0,knowledge_base_catalog_c1:0.400|onboarding_c1:0.274|politica_arquivada_teste_c1:0.272|reembolso_c1:0.269
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q25,escopo,89.69,NONE,NONE,True,0.538,0,knowledge_base_catalog_c1:0.538|seguranca_informacao_c3:0.220|conduta_etica_c3:0.217|conduta_etica_c2:0.209
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q26,fora_da_base,562.55,NO_EVIDENCE,NO_EVIDENCE,True,0.268,1,home_office_c1:0.268|seguranca_informacao_c2:0.256|previdencia_privada_c2:0.253|equipamentos_ti_c1:0.246
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q27,nova_direta,1877.83,NONE,NONE,True,0.648,0,viagens_corporativas_c1:0.648|viagens_corporativas_c2:0.547|viagens_corporativas_c3:0.461|ferias_c2:0.376
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q28,nova_parafrase,2058.33,NONE,NONE,True,0.512,0,viagens_corporativas_c2:0.512|viagens_corporativas_c3:0.423|viagens_corporativas_c1:0.394|reembolso_c2:0.369
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q29,nova_direta,2212.98,NONE,NONE,True,0.635,0,equipamentos_ti_c3:0.635|seguranca_informacao_c2:0.362|equipamentos_ti_c1:0.351|equipamentos_ti_c4:0.320
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q30,nova_parafrase,1901.75,NONE,NONE,True,0.428,0,equipamentos_ti_c3:0.428|equipamentos_ti_c1:0.386|seguranca_informacao_c2:0.323|equipamentos_ti_c4:0.306
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q31,nova_direta,1882.5,NONE,NONE,True,0.539,0,previdencia_privada_c1:0.539|previdencia_privada_c2:0.407|previdencia_privada_c3:0.370|ferias_c1:0.336
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q32,nova_parafrase,1719.45,NONE,NONE,True,0.534,0,previdencia_privada_c2:0.534|previdencia_privada_c1:0.468|onboarding_c2:0.392|previdencia_privada_c3:0.358
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q33,nova_direta,1988.8,NONE,NONE,True,0.565,0,conduta_etica_c1:0.565|ferias_c1:0.264|viagens_corporativas_c3:0.260|ferias_c2:0.235
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q34,nova_parafrase,1773.92,NONE,NONE,True,0.713,0,conduta_etica_c2:0.713|viagens_corporativas_c2:0.327|reembolso_c3:0.317|reembolso_c2:0.298
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q35,cruzada,2444.67,NONE,NONE,True,0.656,0,viagens_corporativas_c3:0.656|viagens_corporativas_c2:0.463|reembolso_c2:0.403|viagens_corporativas_c1:0.398
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q36,cruzada,2507.0,NONE,NONE,True,0.57,0,reembolso_c2:0.570|reembolso_c3:0.525|reembolso_c5:0.351|reembolso_c1:0.350
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q37,cruzada,2000.95,NONE,NONE,True,0.501,0,equipamentos_ti_c4:0.501|seguranca_informacao_c4:0.417|equipamentos_ti_c3:0.325|equipamentos_ti_c1:0.302
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q38,cruzada,2387.13,NONE,NONE,True,0.599,0,home_office_c2:0.599|reembolso_c3:0.408|reembolso_c2:0.383|equipamentos_ti_c3:0.383
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q39,adjacente,2526.69,NONE,NO_EVIDENCE,False,0.315,0,reembolso_c2:0.315|reembolso_c3:0.295|viagens_corporativas_c2:0.314|viagens_corporativas_c1:0.310
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q40,adjacente,2252.76,NONE,NO_EVIDENCE,False,0.406,0,equipamentos_ti_c3:0.406|home_office_c2:0.387|equipamentos_ti_c1:0.384|equipamentos_ti_c4:0.345
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q41,adjacente,129.2,NO_EVIDENCE,NO_EVIDENCE,True,0.327,0,previdencia_privada_c1:0.327|previdencia_privada_c3:0.288|previdencia_privada_c2:0.273|ferias_c3:0.176
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q42,injecao,2038.54,NONE,NONE,True,0.681,0,politica_arquivada_teste_c1:0.681|reembolso_c4:0.254|equipamentos_ti_c1:0.241|reembolso_c2:0.241
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q43,injecao,2427.07,NONE,NONE,True,0.69,0,reembolso_c2:0.690|reembolso_c3:0.482|politica_arquivada_teste_c1:0.528|reembolso_c5:0.454
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q01,direta,2499.9,NONE,NONE,True,0.645,0,reembolso_c2:0.645|reembolso_c3:0.443|viagens_corporativas_c3:0.422|reembolso_c4:0.404
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q02,direta,2464.59,NONE,NONE,True,0.588,0,ferias_c2:0.588|ferias_c3:0.486|ferias_c1:0.486|ferias_c5:0.417
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q03,direta,2573.21,NONE,NONE,True,0.653,0,home_office_c2:0.653|reembolso_c3:0.331|previdencia_privada_c2:0.326|home_office_c1:0.289
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q04,direta,1781.67,NONE,NONE,True,0.73,0,seguranca_informacao_c1:0.730|home_office_c4:0.358|equipamentos_ti_c2:0.356|seguranca_informacao_c2:0.318
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q05,direta,2047.24,NONE,NONE,True,0.447,0,onboarding_c4:0.447|ferias_c2:0.315|viagens_corporativas_c3:0.294|onboarding_c1:0.281
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q06,parafrase,2343.14,NONE,NONE,True,0.466,0,ferias_c3:0.466|ferias_c2:0.448|ferias_c4:0.337|ferias_c1:0.323
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q07,parafrase,2611.66,NONE,NONE,True,0.406,0,reembolso_c3:0.406|reembolso_c2:0.395|home_office_c2:0.350|previdencia_privada_c2:0.337
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q08,parafrase,2286.98,NONE,NONE,True,0.534,0,home_office_c2:0.534|equipamentos_ti_c3:0.319|reembolso_c3:0.267|reembolso_c2:0.253
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q09,parafrase,1889.45,NONE,NONE,True,0.515,0,equipamentos_ti_c4:0.515|seguranca_informacao_c4:0.382|equipamentos_ti_c1:0.346|equipamentos_ti_c3:0.317
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q10,parafrase,1877.79,NONE,NONE,True,0.522,0,onboarding_c2:0.522|onboarding_c3:0.286|reembolso_c2:0.274|reembolso_c3:0.265
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q11,fora_da_base,791.64,NO_EVIDENCE,NO_EVIDENCE,True,0.165,1,politica_arquivada_teste_c1:0.165|ferias_c3:0.148|previdencia_privada_c2:0.135|ferias_c4:0.133
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q12,fora_da_base,931.9,NO_EVIDENCE,NO_EVIDENCE,True,0.338,1,previdencia_privada_c2:0.338|viagens_corporativas_c2:0.281|home_office_c2:0.278|previdencia_privada_c1:0.244
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q13,fora_da_base,2246.65,NO_EVIDENCE,NO_EVIDENCE,True,0.316,0,home_office_c1:0.316|reembolso_c3:0.249|reembolso_c2:0.239|seguranca_informacao_c2:0.234
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q14,fora_da_base,152.16,NO_EVIDENCE,NO_EVIDENCE,True,0.272,0,home_office_c3:0.272|home_office_c1:0.252|home_office_c2:0.228|equipamentos_ti_c1:0.224
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q15,fora_da_base,632.43,NO_EVIDENCE,NO_EVIDENCE,True,0.249,1,politica_arquivada_teste_c1:0.249|seguranca_informacao_c2:0.231|home_office_c3:0.221|onboarding_c1:0.214
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q16,borda,0.51,INVALID_INPUT,INVALID_INPUT,True,0.0,0,
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q17,borda,0.5,INVALID_INPUT,INVALID_INPUT,True,0.0,0,
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q18,borda,2039.77,NO_EVIDENCE,NO_EVIDENCE,True,0.372,0,reembolso_c5:0.372|reembolso_c2:0.303|reembolso_c1:0.299|onboarding_c2:0.282
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q19,borda,2554.95,NONE,NONE,True,0.547,0,seguranca_informacao_c1:0.547|onboarding_c1:0.262|previdencia_privada_c1:0.223|onboarding_c2:0.209
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q20,borda,2449.29,NONE,NONE,True,0.564,0,ferias_c4:0.564|ferias_c2:0.473|ferias_c3:0.459|ferias_c1:0.426
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q21,parafrase,1805.48,NONE,NONE,True,0.352,0,home_office_c1:0.352|home_office_c4:0.342|home_office_c3:0.341|home_office_c2:0.320
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q22,parafrase,2655.96,NONE,NONE,True,0.348,0,home_office_c2:0.348|home_office_c1:0.345|reembolso_c3:0.295|home_office_c4:0.295
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q23,fora_da_base,164.52,NO_EVIDENCE,NO_EVIDENCE,True,0.292,0,reembolso_c5:0.292|reembolso_c1:0.232|reembolso_c2:0.226|equipamentos_ti_c3:0.224
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q24,escopo,2.59,NONE,NONE,True,0.4,0,knowledge_base_catalog_c1:0.400|onboarding_c1:0.274|politica_arquivada_teste_c1:0.272|reembolso_c1:0.269
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q25,escopo,90.11,NONE,NONE,True,0.538,0,knowledge_base_catalog_c1:0.538|seguranca_informacao_c3:0.220|conduta_etica_c3:0.217|conduta_etica_c2:0.209
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q26,fora_da_base,521.51,NO_EVIDENCE,NO_EVIDENCE,True,0.268,1,home_office_c1:0.268|seguranca_informacao_c2:0.256|previdencia_privada_c2:0.253|equipamentos_ti_c1:0.246
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q27,nova_direta,1950.61,NONE,NONE,True,0.648,0,viagens_corporativas_c1:0.648|viagens_corporativas_c2:0.547|viagens_corporativas_c3:0.461|ferias_c2:0.376
