provider,round,question_id,group,latency_ms,failure,expected_failure,passed,evidence_score,rewrite_count,retrieved_chunks
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q02,direta,2200.94,NONE,NONE,True,0.561,0,ferias_c2:0.561|ferias_c3:0.465
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q03,direta,2244.4,NONE,NONE,True,0.655,0,home_office_c2:0.655|reembolso_c3:0.312
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q04,direta,1631.32,NONE,NONE,True,0.747,0,seguranca_informacao_c1:0.747|home_office_c4:0.347
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q05,direta,1947.47,NONE,NONE,True,0.426,0,onboarding_c4:0.426|ferias_c2:0.296
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q06,parafrase,2204.43,NONE,NONE,True,0.442,0,ferias_c3:0.442|ferias_c2:0.439
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q07,parafrase,2319.15,NONE,NONE,True,0.381,0,reembolso_c3:0.381|reembolso_c2:0.373
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q08,parafrase,2078.0,NONE,NONE,True,0.531,0,home_office_c2:0.531|equipamentos_ti_c3:0.312
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q09,parafrase,1781.38,NONE,NONE,True,0.485,0,equipamentos_ti_c4:0.485|seguranca_informacao_c4:0.360
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q10,parafrase,1799.43,NONE,NONE,True,0.527,0,onboarding_c2:0.527|onboarding_c3:0.268
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q11,fora_da_base,831.64,NO_EVIDENCE,NO_EVIDENCE,True,0.155,1,politica_arquivada_teste_c1:0.155|ferias_c3:0.139
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q12,fora_da_base,816.13,NO_EVIDENCE,NO_EVIDENCE,True,0.323,1,previdencia_privada_c2:0.323|viagens_corporativas_c2:0.263
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q13,fora_da_base,594.11,NO_EVIDENCE,NO_EVIDENCE,True,0.165,1,home_office_c1:0.165|reembolso_c3:0.062
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q14,fora_da_base,119.45,NO_EVIDENCE,NO_EVIDENCE,True,0.251,0,home_office_c3:0.251|home_office_c1:0.232
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q15,fora_da_base,610.53,NO_EVIDENCE,NO_EVIDENCE,True,0.249,1,politica_arquivada_teste_c1:0.249|seguranca_informacao_c2:0.231
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q16,borda,0.53,INVALID_INPUT,INVALID_INPUT,True,0.0,0,
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q17,borda,0.53,INVALID_INPUT,INVALID_INPUT,True,0.0,0,
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q18,borda,1914.97,NO_EVIDENCE,NO_EVIDENCE,True,0.357,0,reembolso_c5:0.357|reembolso_c2:0.292
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q19,borda,2165.24,NONE,NONE,True,0.576,0,seguranca_informacao_c1:0.576|onboarding_c1:0.260
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q20,borda,2379.65,NONE,NONE,True,0.533,0,ferias_c4:0.533|ferias_c2:0.448
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q21,parafrase,1547.19,NONE,NONE,True,0.352,0,home_office_c1:0.352|home_office_c4:0.342
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q22,parafrase,2112.03,NONE,NONE,True,0.348,0,home_office_c2:0.348|home_office_c1:0.345
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q23,fora_da_base,109.89,NO_EVIDENCE,NO_EVIDENCE,True,0.274,0,reembolso_c5:0.274|reembolso_c1:0.218
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q24,escopo,2.43,NONE,NONE,True,0.4,0,knowledge_base_catalog_c1:0.400|onboarding_c1:0.274
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q25,escopo,87.34,NONE,NONE,True,0.567,0,knowledge_base_catalog_c1:0.567|seguranca_informacao_c3:0.206
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q26,fora_da_base,489.75,NO_EVIDENCE,NO_EVIDENCE,True,0.257,1,home_office_c1:0.257|seguranca_informacao_c2:0.246
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q27,nova_direta,2335.68,NONE,NONE,True,0.63,0,viagens_corporativas_c1:0.630|viagens_corporativas_c2:0.535
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q28,nova_parafrase,2007.15,NONE,NONE,True,0.485,0,viagens_corporativas_c2:0.485|viagens_corporativas_c3:0.402
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q29,nova_direta,2020.64,NONE,NONE,True,0.629,0,equipamentos_ti_c3:0.629|seguranca_informacao_c2:0.341
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q30,nova_parafrase,1965.23,NONE,NONE,True,0.407,0,equipamentos_ti_c3:0.407|equipamentos_ti_c1:0.364
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q31,nova_direta,1698.5,NONE,NONE,True,0.513,0,previdencia_privada_c1:0.513|previdencia_privada_c2:0.385
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q32,nova_parafrase,1600.54,NONE,NONE,True,0.505,0,previdencia_privada_c2:0.505|previdencia_privada_c1:0.440
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q33,nova_direta,1917.8,NONE,NONE,True,0.545,0,conduta_etica_c1:0.545|ferias_c1:0.248
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q34,nova_parafrase,1777.47,NONE,NONE,True,0.731,0,conduta_etica_c2:0.731|viagens_corporativas_c2:0.309
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q35,cruzada,1959.09,NONE,NONE,True,0.647,0,viagens_corporativas_c3:0.647|viagens_corporativas_c2:0.450
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q36,cruzada,2455.26,NONE,NONE,True,0.561,0,reembolso_c2:0.561|reembolso_c3:0.513
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q37,cruzada,1908.9,NONE,NONE,True,0.475,0,equipamentos_ti_c4:0.475|seguranca_informacao_c4:0.402
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q38,cruzada,2610.5,NONE,NONE,True,0.589,0,home_office_c2:0.589|reembolso_c3:0.386
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q39,adjacente,1025.42,NO_EVIDENCE,NO_EVIDENCE,True,0.293,1,reembolso_c2:0.293|reembolso_c3:0.266
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q40,adjacente,695.68,NO_EVIDENCE,NO_EVIDENCE,True,0.377,1,equipamentos_ti_c3:0.377|home_office_c2:0.366
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q41,adjacente,107.72,NO_EVIDENCE,NO_EVIDENCE,True,0.311,0,previdencia_privada_c1:0.311|previdencia_privada_c3:0.275
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q42,injecao,2066.34,NONE,NONE,True,0.701,0,politica_arquivada_teste_c1:0.701|reembolso_c4:0.239
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,2,q43,injecao,2413.9,NONE,NONE,True,0.709,0,reembolso_c2:0.709|reembolso_c3:0.461
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q01,direta,2620.15,NONE,NONE,True,0.648,0,reembolso_c2:0.648|reembolso_c3:0.420
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q02,direta,2403.97,NONE,NONE,True,0.561,0,ferias_c2:0.561|ferias_c3:0.465
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q03,direta,2400.45,NONE,NONE,True,0.655,0,home_office_c2:0.655|reembolso_c3:0.312
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q04,direta,1747.68,NONE,NONE,True,0.747,0,seguranca_informacao_c1:0.747|home_office_c4:0.347
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q05,direta,2117.35,NONE,NONE,True,0.426,0,onboarding_c4:0.426|ferias_c2:0.296
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q06,parafrase,2323.67,NONE,NONE,True,0.442,0,ferias_c3:0.442|ferias_c2:0.439
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q07,parafrase,2482.83,NONE,NONE,True,0.381,0,reembolso_c3:0.381|reembolso_c2:0.373
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q08,parafrase,2229.58,NONE,NONE,True,0.531,0,home_office_c2:0.531|equipamentos_ti_c3:0.312
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q09,parafrase,1842.45,NONE,NONE,True,0.485,0,equipamentos_ti_c4:0.485|seguranca_informacao_c4:0.360
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q10,parafrase,1887.01,NONE,NONE,True,0.527,0,onboarding_c2:0.527|onboarding_c3:0.268
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q11,fora_da_base,905.65,NO_EVIDENCE,NO_EVIDENCE,True,0.155,1,politica_arquivada_teste_c1:0.155|ferias_c3:0.139
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q12,fora_da_base,927.67,NO_EVIDENCE,NO_EVIDENCE,True,0.323,1,previdencia_privada_c2:0.323|viagens_corporativas_c2:0.263
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q13,fora_da_base,615.81,NO_EVIDENCE,NO_EVIDENCE,True,0.165,1,home_office_c1:0.165|reembolso_c3:0.062
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q14,fora_da_base,117.0,NO_EVIDENCE,NO_EVIDENCE,True,0.251,0,home_office_c3:0.251|home_office_c1:0.232
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q15,fora_da_base,628.98,NO_EVIDENCE,NO_EVIDENCE,True,0.249,1,politica_arquivada_teste_c1:0.249|seguranca_informacao_c2:0.231
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q16,borda,0.47,INVALID_INPUT,INVALID_INPUT,True,0.0,0,
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q17,borda,0.49,INVALID_INPUT,INVALID_INPUT,True,0.0,0,
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q18,borda,1997.91,NO_EVIDENCE,NO_EVIDENCE,True,0.357,0,reembolso_c5:0.357|reembolso_c2:0.292
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q19,borda,2230.19,NONE,NONE,True,0.576,0,seguranca_informacao_c1:0.576|onboarding_c1:0.260
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q20,borda,2308.43,NONE,NONE,True,0.533,0,ferias_c4:0.533|ferias_c2:0.448
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q21,parafrase,2062.15,NONE,NONE,True,0.352,0,home_office_c1:0.352|home_office_c4:0.342
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q22,parafrase,2236.57,NONE,NONE,True,0.348,0,home_office_c2:0.348|home_office_c1:0.345
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q23,fora_da_base,97.85,NO_EVIDENCE,NO_EVIDENCE,True,0.274,0,reembolso_c5:0.274|reembolso_c1:0.218
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q24,escopo,2.82,NONE,NONE,True,0.4,0,knowledge_base_catalog_c1:0.400|onboarding_c1:0.274
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q25,escopo,89.95,NONE,NONE,True,0.567,0,knowledge_base_catalog_c1:0.567|seguranca_informacao_c3:0.206
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q26,fora_da_base,508.88,NO_EVIDENCE,NO_EVIDENCE,True,0.257,1,home_office_c1:0.257|seguranca_informacao_c2:0.246
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q27,nova_direta,2029.94,NONE,NONE,True,0.63,0,viagens_corporativas_c1:0.630|viagens_corporativas_c2:0.535
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q28,nova_parafrase,2228.06,NONE,NONE,True,0.485,0,viagens_corporativas_c2:0.485|viagens_corporativas_c3:0.402
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q29,nova_direta,2109.43,NONE,NONE,True,0.629,0,equipamentos_ti_c3:0.629|seguranca_informacao_c2:0.341
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q30,nova_parafrase,1987.1,NONE,NONE,True,0.407,0,equipamentos_ti_c3:0.407|equipamentos_ti_c1:0.364
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q31,nova_direta,2035.94,NONE,NONE,True,0.513,0,previdencia_privada_c1:0.513|previdencia_privada_c2:0.385
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q32,nova_parafrase,1763.69,NONE,NONE,True,0.505,0,previdencia_privada_c2:0.505|previdencia_privada_c1:0.440
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q33,nova_direta,2027.22,NONE,NONE,True,0.545,0,conduta_etica_c1:0.545|ferias_c1:0.248
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q34,nova_parafrase,1821.62,NONE,NONE,True,0.731,0,conduta_etica_c2:0.731|viagens_corporativas_c2:0.309
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q35,cruzada,2003.08,NONE,NONE,True,0.647,0,viagens_corporativas_c3:0.647|viagens_corporativas_c2:0.450
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q36,cruzada,2566.93,NONE,NONE,True,0.561,0,reembolso_c2:0.561|reembolso_c3:0.513
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q37,cruzada,1960.72,NONE,NONE,True,0.475,0,equipamentos_ti_c4:0.475|seguranca_informacao_c4:0.402
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q38,cruzada,2616.71,NONE,NONE,True,0.589,0,home_office_c2:0.589|reembolso_c3:0.386
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q39,adjacente,1092.49,NO_EVIDENCE,NO_EVIDENCE,True,0.293,1,reembolso_c2:0.293|reembolso_c3:0.266
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q40,adjacente,659.06,NO_EVIDENCE,NO_EVIDENCE,True,0.377,1,equipamentos_ti_c3:0.377|home_office_c2:0.366
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q41,adjacente,102.91,NO_EVIDENCE,NO_EVIDENCE,True,0.311,0,previdencia_privada_c1:0.311|previdencia_privada_c3:0.275
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q42,injecao,1989.48,NONE,NONE,True,0.701,0,politica_arquivada_teste_c1:0.701|reembolso_c4:0.239
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q43,injecao,2453.65,NONE,NONE,True,0.709,0,reembolso_c2:0.709|reembolso_c3:0.461
