provider,round,question_id,group,latency_ms,failure,expected_failure,passed,evidence_score,rewrite_count,retrieved_chunks
mock:deterministic-mock+dense:hashing-ngram-384,1,q20,borda,2.37,NO_EVIDENCE,NONE,False,0.142,1,ferias_c4:0.142|ferias_c2:0.127|ferias_c5:0.114|ferias_c3:0.111
mock:deterministic-mock+dense:hashing-ngram-384,1,q21,parafrase,2.26,NO_EVIDENCE,NONE,False,0.168,1,home_office_c1:0.168|onboarding_c3:0.141|seguranca_informacao_c3:0.135|previdencia_privada_c1:0.121
mock:deterministic-mock+dense:hashing-ngram-384,1,q22,parafrase,2.27,NO_EVIDENCE,NONE,False,0.254,1,home_office_c1:0.254|conduta_etica_c1:0.192|seguranca_informacao_c1:0.178|seguranca_informacao_c3:0.166
mock:deterministic-mock+dense:hashing-ngram-384,1,q23,fora_da_base,2.2,NO_EVIDENCE,NO_EVIDENCE,True,0.118,1,reembolso_c1:0.118|reembolso_c2:0.115|reembolso_c3:0.111|viagens_corporativas_c3:0.104
mock:deterministic-mock+dense:hashing-ngram-384,1,q24,escopo,2.22,NO_EVIDENCE,NONE,False,0.112,1,equipamentos_ti_c4:0.112|seguranca_informacao_c2:0.104|equipamentos_ti_c2:0.098|home_office_c3:0.091
mock:deterministic-mock+dense:hashing-ngram-384,1,q25,escopo,3.09,NONE,NONE,True,0.725,0,knowledge_base_catalog_c1:0.725|conduta_etica_c1:0.067|seguranca_informacao_c3:0.058|politica_arquivada_teste_c1:0.057
mock:deterministic-mock+dense:hashing-ngram-384,1,q26,fora_da_base,2.36,NO_EVIDENCE,NO_EVIDENCE,True,0.13,1,home_office_c1:0.130|equipamentos_ti_c2:0.130|conduta_etica_c1:0.119|previdencia_privada_c2:0.115
mock:deterministic-mock+dense:hashing-ngram-384,1,q27,nova_direta,2.74,NONE,NONE,True,0.371,0,viagens_corporativas_c1:0.371|viagens_corporativas_c2:0.329|ferias_c2:0.153|ferias_c5:0.145
mock:deterministic-mock+dense:hashing-ngram-384,1,q28,nova_parafrase,2.79,NO_EVIDENCE,NONE,False,0.149,1,viagens_corporativas_c3:0.149|viagens_corporativas_c2:0.148|viagens_corporativas_c1:0.132|reembolso_c2:0.122
mock:deterministic-mock+dense:hashing-ngram-384,1,q29,nova_direta,2.54,NONE,NONE,True,0.491,0,equipamentos_ti_c3:0.491|seguranca_informacao_c4:0.150|onboarding_c1:0.142|equipamentos_ti_c1:0.123
mock:deterministic-mock+dense:hashing-ngram-384,1,q30,nova_parafrase,2.31,NO_EVIDENCE,NONE,False,0.144,1,equipamentos_ti_c3:0.144|equipamentos_ti_c1:0.108|viagens_corporativas_c2:0.082|ferias_c4:0.065
mock:deterministic-mock+dense:hashing-ngram-384,1,q31,nova_direta,2.42,NO_EVIDENCE,NONE,False,0.195,1,previdencia_privada_c1:0.195|previdencia_privada_c2:0.129|ferias_c1:0.115|previdencia_privada_c3:0.100
mock:deterministic-mock+dense:hashing-ngram-384,1,q32,nova_parafrase,2.66,NO_EVIDENCE,NONE,False,0.119,1,previdencia_privada_c1:0.119|home_office_c1:0.106|previdencia_privada_c2:0.100|previdencia_privada_c3:0.097
mock:deterministic-mock+dense:hashing-ngram-384,1,q33,nova_direta,2.71,NO_EVIDENCE,NONE,False,0.347,1,conduta_etica_c1:0.347|viagens_corporativas_c3:0.104|previdencia_privada_c3:0.092|reembolso_c5:0.091
mock:deterministic-mock+dense:hashing-ngram-384,1,q34,nova_parafrase,2.63,NONE,NONE,True,0.728,0,conduta_etica_c2:0.728|reembolso_c3:0.075|conduta_etica_c1:0.073|reembolso_c4:0.066
mock:deterministic-mock+dense:hashing-ngram-384,1,q35,cruzada,2.67,NONE,NONE,True,0.523,0,viagens_corporativas_c3:0.523|viagens_corporativas_c2:0.303|viagens_corporativas_c1:0.192|reembolso_c2:0.171
mock:deterministic-mock+dense:hashing-ngram-384,1,q36,cruzada,2.32,NONE,NONE,False,0.375,0,reembolso_c2:0.375|reembolso_c3:0.334|knowledge_base_catalog_c1:0.111|viagens_corporativas_c2:0.106
mock:deterministic-mock+dense:hashing-ngram-384,1,q37,cruzada,2.39,NO_EVIDENCE,NONE,False,0.208,1,seguranca_informacao_c4:0.208|equipamentos_ti_c4:0.152|home_office_c2:0.099|equipamentos_ti_c3:0.091
mock:deterministic-mock+dense:hashing-ngram-384,1,q38,cruzada,3.11,NONE,NONE,True,0.416,0,home_office_c2:0.416|equipamentos_ti_c3:0.202|home_office_c1:0.141|knowledge_base_catalog_c1:0.141
mock:deterministic-mock+dense:hashing-ngram-384,1,q39,adjacente,2.66,NO_EVIDENCE,NO_EVIDENCE,True,0.078,1,viagens_corporativas_c1:0.078|reembolso_c3:0.046|conduta_etica_c1:0.044|seguranca_informacao_c1:0.043
mock:deterministic-mock+dense:hashing-ngram-384,1,q40,adjacente,2.37,NO_EVIDENCE,NO_EVIDENCE,True,0.131,1,home_office_c2:0.131|seguranca_informacao_c4:0.127|onboarding_c1:0.117|viagens_corporativas_c2:0.114
mock:deterministic-mock+dense:hashing-ngram-384,1,q41,adjacente,2.79,NO_EVIDENCE,NO_EVIDENCE,True,0.208,1,previdencia_privada_c1:0.208|previdencia_privada_c2:0.186|previdencia_privada_c3:0.177|knowledge_base_catalog_c1:0.175
mock:deterministic-mock+dense:hashing-ngram-384,1,q42,injecao,2.97,NONE,NONE,True,0.819,0,politica_arquivada_teste_c1:0.819|conduta_etica_c1:0.110|previdencia_privada_c3:0.107|seguranca_informacao_c1:0.098
mock:deterministic-mock+dense:hashing-ngram-384,1,q43,injecao,2.6,NONE,NONE,True,0.763,0,reembolso_c2:0.763|reembolso_c3:0.200|politica_arquivada_teste_c1:0.722|viagens_corporativas_c3:0.202
mock:deterministic-mock+dense:hashing-ngram-384,2,q01,direta,2.62,NONE,NONE,True,0.58,0,reembolso_c2:0.580|reembolso_c3:0.167|viagens_corporativas_c3:0.159|viagens_corporativas_c2:0.140
mock:deterministic-mock+dense:hashing-ngram-384,2,q02,direta,2.27,NO_EVIDENCE,NONE,False,0.206,1,ferias_c2:0.206|ferias_c1:0.201|ferias_c3:0.201|ferias_c4:0.145
mock:deterministic-mock+dense:hashing-ngram-384,2,q03,direta,2.41,NONE,NONE,True,0.562,0,home_office_c2:0.562|knowledge_base_catalog_c1:0.162|home_office_c1:0.143|onboarding_c2:0.134
mock:deterministic-mock+dense:hashing-ngram-384,2,q04,direta,2.19,NONE,NONE,True,0.774,0,seguranca_informacao_c1:0.774|home_office_c4:0.183|equipamentos_ti_c2:0.174|viagens_corporativas_c2:0.093
mock:deterministic-mock+dense:hashing-ngram-384,2,q05,direta,2.25,NO_EVIDENCE,NONE,False,0.171,1,seguranca_informacao_c3:0.171|onboarding_c4:0.154|viagens_corporativas_c3:0.104|equipamentos_ti_c3:0.101
mock:deterministic-mock+dense:hashing-ngram-384,2,q06,parafrase,2.19,NO_EVIDENCE,NONE,False,0.245,1,ferias_c2:0.245|ferias_c3:0.127|viagens_corporativas_c1:0.098|knowledge_base_catalog_c1:0.071
mock:deterministic-mock+dense:hashing-ngram-384,2,q07,parafrase,2.2,NO_EVIDENCE,NONE,False,0.092,1,reembolso_c2:0.092|reembolso_c3:0.024|home_office_c1:0.091|onboarding_c3:0.074
mock:deterministic-mock+dense:hashing-ngram-384,2,q08,parafrase,2.14,NONE,NONE,True,0.416,0,home_office_c2:0.416|equipamentos_ti_c3:0.203|conduta_etica_c3:0.062|home_office_c1:0.046
mock:deterministic-mock+dense:hashing-ngram-384,2,q09,parafrase,2.21,NO_EVIDENCE,NONE,False,0.092,1,equipamentos_ti_c4:0.092|ferias_c2:0.091|home_office_c2:0.067|conduta_etica_c1:0.064
mock:deterministic-mock+dense:hashing-ngram-384,2,q10,parafrase,2.32,NONE,NONE,True,0.477,0,onboarding_c2:0.477|onboarding_c3:0.030|previdencia_privada_c2:0.065|previdencia_privada_c3:0.063
mock:deterministic-mock+dense:hashing-ngram-384,2,q11,fora_da_base,2.26,NO_EVIDENCE,NO_EVIDENCE,True,0.068,1,home_office_c2:0.068|onboarding_c2:0.066|ferias_c3:0.061|home_office_c3:0.060
mock:deterministic-mock+dense:hashing-ngram-384,2,q12,fora_da_base,2.45,NO_EVIDENCE,NO_EVIDENCE,True,0.174,1,previdencia_privada_c2:0.174|viagens_corporativas_c2:0.143|previdencia_privada_c1:0.104|conduta_etica_c1:0.102
mock:deterministic-mock+dense:hashing-ngram-384,2,q13,fora_da_base,2.14,NO_EVIDENCE,NO_EVIDENCE,True,0.333,1,home_office_c1:0.333|equipamentos_ti_c4:0.057|ferias_c2:0.048|home_office_c2:0.044
mock:deterministic-mock+dense:hashing-ngram-384,2,q14,fora_da_base,2.36,NO_EVIDENCE,NO_EVIDENCE,True,0.083,1,ferias_c1:0.083|onboarding_c3:0.040|home_office_c1:0.040|seguranca_informacao_c1:0.029
mock:deterministic-mock+dense:hashing-ngram-384,2,q15,fora_da_base,2.59,NO_EVIDENCE,NO_EVIDENCE,True,0.225,1,onboarding_c1:0.225|conduta_etica_c1:0.200|equipamentos_ti_c2:0.180|viagens_corporativas_c1:0.159
mock:deterministic-mock+dense:hashing-ngram-384,2,q16,borda,0.68,INVALID_INPUT,INVALID_INPUT,True,0.0,0,
mock:deterministic-mock+dense:hashing-ngram-384,2,q17,borda,0.73,INVALID_INPUT,INVALID_INPUT,True,0.0,0,
mock:deterministic-mock+dense:hashing-ngram-384,2,q18,borda,4.13,NONE,NO_EVIDENCE,False,0.449,1,onboarding_c2:0.449|onboarding_c3:0.000|knowledge_base_catalog_c1:0.400|reembolso_c3:0.104
mock:deterministic-mock+dense:hashing-ngram-384,2,q19,borda,2.08,NONE,NONE,True,0.709,0,seguranca_informacao_c1:0.709|onboarding_c1:0.179|onboarding_c3:0.043|home_office_c2:0.041
mock:deterministic-mock+dense:hashing-ngram-384,2,q20,borda,2.29,NO_EVIDENCE,NONE,False,0.142,1,ferias_c4:0.142|ferias_c2:0.127|ferias_c5:0.114|ferias_c3:0.111
mock:deterministic-mock+dense:hashing-ngram-384,2,q21,parafrase,2.66,NO_EVIDENCE,NONE,False,0.168,1,home_office_c1:0.168|onboarding_c3:0.141|seguranca_informacao_c3:0.135|previdencia_privada_c1:0.121
mock:deterministic-mock+dense:hashing-ngram-384,2,q22,parafrase,2.55,NO_EVIDENCE,NONE,False,0.254,1,home_office_c1:0.254|conduta_etica_c1:0.192|seguranca_informacao_c1:0.178|seguranca_informacao_c3:0.166
mock:deterministic-mock+dense:hashing-ngram-384,2,q23,fora_da_base,2.46,NO_EVIDENCE,NO_EVIDENCE,True,0.118,1,reembolso_c1:0.118|reembolso_c2:0.115|reembolso_c3:0.111|viagens_corporativas_c3:0.104
mock:deterministic-mock+dense:hashing-ngram-384,2,q24,escopo,2.1,NO_EVIDENCE,NONE,False,0.112,1,equipamentos_ti_c4:0.112|seguranca_informacao_c2:0.104|equipamentos_ti_c2:0.098|home_office_c3:0.091
mock:deterministic-mock+dense:hashing-ngram-384,2,q25,escopo,3.05,NONE,NONE,True,0.725,0,knowledge_base_catalog_c1:0.725|conduta_etica_c1:0.067|seguranca_informacao_c3:0.058|politica_arquivada_teste_c1:0.057
mock:deterministic-mock+dense:hashing-ngram-384,2,q26,fora_da_base,2.23,NO_EVIDENCE,NO_EVIDENCE,True,0.13,1,home_office_c1:0.130|equipamentos_ti_c2:0.130|conduta_etica_c1:0.119|previdencia_privada_c2:0.115
mock:deterministic-mock+dense:hashing-ngram-384,2,q27,nova_direta,2.23,NONE,NONE,True,0.371,0,viagens_corporativas_c1:0.371|viagens_corporativas_c2:0.329|ferias_c2:0.153|ferias_c5:0.145
mock:deterministic-mock+dense:hashing-ngram-384,2,q28,nova_parafrase,2.28,NO_EVIDENCE,NONE,False,0.149,1,viagens_corporativas_c3:0.149|viagens_corporativas_c2:0.148|viagens_corporativas_c1:0.132|reembolso_c2:0.122
mock:deterministic-mock+dense:hashing-ngram-384,2,q29,nova_direta,2.25,NONE,NONE,True,0.491,0,equipamentos_ti_c3:0.491|seguranca_informacao_c4:0.150|onboarding_c1:0.142|equipamentos_ti_c1:0.123
mock:deterministic-mock+dense:hashing-ngram-384,2,q30,nova_parafrase,2.2,NO_EVIDENCE,NONE,False,0.144,1,equipamentos_ti_c3:0.144|equipamentos_ti_c1:0.108|viagens_corporativas_c2:0.082|ferias_c4:0.065
mock:deterministic-mock+dense:hashing-ngram-384,2,q31,nova_direta,2.17,NO_EVIDENCE,NONE,False,0.195,1,previdencia_privada_c1:0.195|previdencia_privada_c2:0.129|ferias_c1:0.115|previdencia_privada_c3:0.100
mock:deterministic-mock+dense:hashing-ngram-384,2,q32,nova_parafrase,2.11,NO_EVIDENCE,NONE,False,0.119,1,previdencia_privada_c1:0.119|home_office_c1:0.106|previdencia_privada_c2:0.100|previdencia_privada_c3:0.097
mock:deterministic-mock+dense:hashing-ngram-384,2,q33,nova_direta,2.15,NO_EVIDENCE,NONE,False,0.347,1,conduta_etica_c1:0.347|viagens_corporativas_c3:0.104|previdencia_privada_c3:0.092|reembolso_c5:0.091
mock:deterministic-mock+dense:hashing-ngram-384,2,q34,nova_parafrase,2.23,NONE,NONE,True,0.728,0,conduta_etica_c2:0.728|reembolso_c3:0.075|conduta_etica_c1:0.073|reembolso_c4:0.066
mock:deterministic-mock+dense:hashing-ngram-384,2,q35,cruzada,2.26,NONE,NONE,True,0.523,0,viagens_corporativas_c3:0.523|viagens_corporativas_c2:0.303|viagens_corporativas_c1:0.192|reembolso_c2:0.171
mock:deterministic-mock+dense:hashing-ngram-384,2,q36,cruzada,2.32,NONE,NONE,False,0.375,0,reembolso_c2:0.375|reembolso_c3:0.334|knowledge_base_catalog_c1:0.111|viagens_corporativas_c2:0.106
mock:deterministic-mock+dense:hashing-ngram-384,2,q37,cruzada,2.22,NO_EVIDENCE,NONE,False,0.208,1,seguranca_informacao_c4:0.208|equipamentos_ti_c4:0.152|home_office_c2:0.099|equipamentos_ti_c3:0.091
mock:deterministic-mock+dense:hashing-ngram-384,2,q38,cruzada,2.47,NONE,NONE,True,0.416,0,home_office_c2:0.416|equipamentos_ti_c3:0.202|home_office_c1:0.141|knowledge_base_catalog_c1:0.141
mock:deterministic-mock+dense:hashing-ngram-384,2,q39,adjacente,2.29,NO_EVIDENCE,NO_EVIDENCE,True,0.078,1,viagens_corporativas_c1:0.078|reembolso_c3:0.046|conduta_etica_c1:0.044|seguranca_informacao_c1:0.043
mock:deterministic-mock+dense:hashing-ngram-384,2,q40,adjacente,2.17,NO_EVIDENCE,NO_EVIDENCE,True,0.131,1,home_office_c2:0.131|seguranca_informacao_c4:0.127|onboarding_c1:0.117|viagens_corporativas_c2:0.114
mock:deterministic-mock+dense:hashing-ngram-384,2,q41,adjacente,2.16,NO_EVIDENCE,NO_EVIDENCE,True,0.208,1,previdencia_privada_c1:0.208|previdencia_privada_c2:0.186|previdencia_privada_c3:0.177|knowledge_base_catalog_c1:0.175
mock:deterministic-mock+dense:hashing-ngram-384,2,q42,injecao,2.3,NONE,NONE,True,0.819,0,politica_arquivada_teste_c1:0.819|conduta_etica_c1:0.110|previdencia_privada_c3:0.107|seguranca_informacao_c1:0.098
mock:deterministic-mock+dense:hashing-ngram-384,2,q43,injecao,2.14,NONE,NONE,True,0.763,0,reembolso_c2:0.763|reembolso_c3:0.200|politica_arquivada_teste_c1:0.722|viagens_corporativas_c3:0.202
mock:deterministic-mock+dense:hashing-ngram-384,3,q01,direta,2.3,NONE,NONE,True,0.58,0,reembolso_c2:0.580|reembolso_c3:0.167|viagens_corporativas_c3:0.159|viagens_corporativas_c2:0.140
mock:deterministic-mock+dense:hashing-ngram-384,3,q02,direta,2.35,NO_EVIDENCE,NONE,False,0.206,1,ferias_c2:0.206|ferias_c1:0.201|ferias_c3:0.201|ferias_c4:0.145
mock:deterministic-mock+dense:hashing-ngram-384,3,q03,direta,2.48,NONE,NONE,True,0.562,0,home_office_c2:0.562|knowledge_base_catalog_c1:0.162|home_office_c1:0.143|onboarding_c2:0.134
mock:deterministic-mock+dense:hashing-ngram-384,3,q04,direta,2.18,NONE,NONE,True,0.774,0,seguranca_informacao_c1:0.774|home_office_c4:0.183|equipamentos_ti_c2:0.174|viagens_corporativas_c2:0.093
mock:deterministic-mock+dense:hashing-ngram-384,3,q05,direta,2.12,NO_EVIDENCE,NONE,False,0.171,1,seguranca_informacao_c3:0.171|onboarding_c4:0.154|viagens_corporativas_c3:0.104|equipamentos_ti_c3:0.101
mock:deterministic-mock+dense:hashing-ngram-384,3,q06,parafrase,2.08,NO_EVIDENCE,NONE,False,0.245,1,ferias_c2:0.245|ferias_c3:0.127|viagens_corporativas_c1:0.098|knowledge_base_catalog_c1:0.071
mock:deterministic-mock+dense:hashing-ngram-384,3,q07,parafrase,2.14,NO_EVIDENCE,NONE,False,0.092,1,reembolso_c2:0.092|reembolso_c3:0.024|home_office_c1:0.091|onboarding_c3:0.074
mock:deterministic-mock+dense:hashing-ngram-384,3,q08,parafrase,2.17,NONE,NONE,True,0.416,0,home_office_c2:0.416|equipamentos_ti_c3:0.203|conduta_etica_c3:0.062|home_office_c1:0.046
mock:deterministic-mock+dense:hashing-ngram-384,3,q09,parafrase,2.05,NO_EVIDENCE,NONE,False,0.092,1,equipamentos_ti_c4:0.092|ferias_c2:0.091|home_office_c2:0.067|conduta_etica_c1:0.064
mock:deterministic-mock+dense:hashing-ngram-384,3,q10,parafrase,2.21,NONE,NONE,True,0.477,0,onboarding_c2:0.477|onboarding_c3:0.030|previdencia_privada_c2:0.065|previdencia_privada_c3:0.063
mock:deterministic-mock+dense:hashing-ngram-384,3,q11,fora_da_base,2.29,NO_EVIDENCE,NO_EVIDENCE,True,0.068,1,home_office_c2:0.068|onboarding_c2:0.066|ferias_c3:0.061|home_office_c3:0.060
mock:deterministic-mock+dense:hashing-ngram-384,3,q12,fora_da_base,2.33,NO_EVIDENCE,NO_EVIDENCE,True,0.174,1,previdencia_privada_c2:0.174|viagens_corporativas_c2:0.143|previdencia_privada_c1:0.104|conduta_etica_c1:0.102
mock:deterministic-mock+dense:hashing-ngram-384,3,q13,fora_da_base,2.18,NO_EVIDENCE,NO_EVIDENCE,True,0.333,1,home_office_c1:0.333|equipamentos_ti_c4:0.057|ferias_c2:0.048|home_office_c2:0.044
mock:deterministic-mock+dense:hashing-ngram-384,3,q14,fora_da_base,2.11,NO_EVIDENCE,NO_EVIDENCE,True,0.083,1,ferias_c1:0.083|onboarding_c3:0.040|home_office_c1:0.040|seguranca_informacao_c1:0.029
mock:deterministic-mock+dense:hashing-ngram-384,3,q15,fora_da_base,2.07,NO_EVIDENCE,NO_EVIDENCE,True,0.225,1,onboarding_c1:0.225|conduta_etica_c1:0.200|equipamentos_ti_c2:0.180|viagens_corporativas_c1:0.159
mock:deterministic-mock+dense:hashing-ngram-384,3,q16,borda,0.52,INVALID_INPUT,INVALID_INPUT,True,0.0,0,
mock:deterministic-mock+dense:hashing-ngram-384,3,q17,borda,0.56,INVALID_INPUT,INVALID_INPUT,True,0.0,0,
mock:deterministic-mock+dense:hashing-ngram-384,3,q18,borda,3.39,NONE,NO_EVIDENCE,False,0.449,1,onboarding_c2:0.449|onboarding_c3:0.000|knowledge_base_catalog_c1:0.400|reembolso_c3:0.104
mock:deterministic-mock+dense:hashing-ngram-384,3,q19,borda,2.25,NONE,NONE,True,0.709,0,seguranca_informacao_c1:0.709|onboarding_c1:0.179|onboarding_c3:0.043|home_office_c2:0.041
mock:deterministic-mock+dense:hashing-ngram-384,3,q20,borda,2.57,NO_EVIDENCE,NONE,False,0.142,1,ferias_c4:0.142|ferias_c2:0.127|ferias_c5:0.114|ferias_c3:0.111
mock:deterministic-mock+dense:hashing-ngram-384,3,q21,parafrase,2.21,NO_EVIDENCE,NONE,False,0.168,1,home_office_c1:0.168|onboarding_c3:0.141|seguranca_informacao_c3:0.135|previdencia_privada_c1:0.121
mock:deterministic-mock+dense:hashing-ngram-384,3,q22,parafrase,2.16,NO_EVIDENCE,NONE,False,0.254,1,home_office_c1:0.254|conduta_etica_c1:0.192|seguranca_informacao_c1:0.178|seguranca_informacao_c3:0.166
mock:deterministic-mock+dense:hashing-ngram-384,3,q23,fora_da_base,2.18,NO_EVIDENCE,NO_EVIDENCE,True,0.118,1,reembolso_c1:0.118|reembolso_c2:0.115|reembolso_c3:0.111|viagens_corporativas_c3:0.104
mock:deterministic-mock+dense:hashing-ngram-384,3,q24,escopo,2.06,NO_EVIDENCE,NONE,False,0.112,1,equipamentos_ti_c4:0.112|seguranca_informacao_c2:0.104|equipamentos_ti_c2:0.098|home_office_c3:0.091
mock:deterministic-mock+dense:hashing-ngram-384,3,q25,escopo,2.95,NONE,NONE,True,0.725,0,knowledge_base_catalog_c1:0.725|conduta_etica_c1:0.067|seguranca_informacao_c3:0.058|politica_arquivada_teste_c1:0.057
mock:deterministic-mock+dense:hashing-ngram-384,3,q26,fora_da_base,2.09,NO_EVIDENCE,NO_EVIDENCE,True,0.13,1,home_office_c1:0.130|equipamentos_ti_c2:0.130|conduta_etica_c1:0.119|previdencia_privada_c2:0.115
mock:deterministic-mock+dense:hashing-ngram-384,3,q27,nova_direta,2.16,NONE,NONE,True,0.371,0,viagens_corporativas_c1:0.371|viagens_corporativas_c2:0.329|ferias_c2:0.153|ferias_c5:0.145
mock:deterministic-mock+dense:hashing-ngram-384,3,q28,nova_parafrase,2.22,NO_EVIDENCE,NONE,False,0.149,1,viagens_corporativas_c3:0.149|viagens_corporativas_c2:0.148|viagens_corporativas_c1:0.132|reembolso_c2:0.122
mock:deterministic-mock+dense:hashing-ngram-384,3,q29,nova_direta,2.55,NONE,NONE,True,0.491,0,equipamentos_ti_c3:0.491|seguranca_informacao_c4:0.150|onboarding_c1:0.142|equipamentos_ti_c1:0.123
mock:deterministic-mock+dense:hashing-ngram-384,3,q30,nova_parafrase,2.61,NO_EVIDENCE,NONE,False,0.144,1,equipamentos_ti_c3:0.144|equipamentos_ti_c1:0.108|viagens_corporativas_c2:0.082|ferias_c4:0.065
mock:deterministic-mock+dense:hashing-ngram-384,3,q31,nova_direta,2.53,NO_EVIDENCE,NONE,False,0.195,1,previdencia_privada_c1:0.195|previdencia_privada_c2:0.129|ferias_c1:0.115|previdencia_privada_c3:0.100
mock:deterministic-mock+dense:hashing-ngram-384,3,q32,nova_parafrase,2.4,NO_EVIDENCE,NONE,False,0.119,1,previdencia_privada_c1:0.119|home_office_c1:0.106|previdencia_privada_c2:0.100|previdencia_privada_c3:0.097
mock:deterministic-mock+dense:hashing-ngram-384,3,q33,nova_direta,2.08,NO_EVIDENCE,NONE,False,0.347,1,conduta_etica_c1:0.347|viagens_corporativas_c3:0.104|previdencia_privada_c3:0.092|reembolso_c5:0.091
mock:deterministic-mock+dense:hashing-ngram-384,3,q34,nova_parafrase,2.26,NONE,NONE,True,0.728,0,conduta_etica_c2:0.728|reembolso_c3:0.075|conduta_etica_c1:0.073|reembolso_c4:0.066
mock:deterministic-mock+dense:hashing-ngram-384,3,q35,cruzada,2.69,NONE,NONE,True,0.523,0,viagens_corporativas_c3:0.523|viagens_corporativas_c2:0.303|viagens_corporativas_c1:0.192|reembolso_c2:0.171
mock:deterministic-mock+dense:hashing-ngram-384,3,q36,cruzada,2.79,NONE,NONE,False,0.375,0,reembolso_c2:0.375|reembolso_c3:0.334|knowledge_base_catalog_c1:0.111|viagens_corporativas_c2:0.106
